   energy [Eh]      intensity
  0.066000220303   0.000151773295
  0.066000726917   0.000151844383
  0.066001233532   0.000151915536
  0.066001740147   0.000151986756
  0.066002246761   0.000152058042
  0.066002753376   0.000152129394
  0.066003259990   0.000152200812
  0.066003766605   0.000152272296
  0.066004273219   0.000152343846
  0.066004779834   0.000152415464
  0.066005286448   0.000152487147
  0.066005793063   0.000152558898
  0.066006299677   0.000152630715
  0.066006806292   0.000152702599
  0.066007312906   0.000152774550
  0.066007819521   0.000152846568
  0.066008326135   0.000152918653
  0.066008832750   0.000152990806
  0.066009339364   0.000153063025
  0.066009845979   0.000153135312
  0.066010352593   0.000153207667
  0.066010859208   0.000153280089
  0.066011365822   0.000153352579
  0.066011872437   0.000153425137
  0.066012379052   0.000153497762
  0.066012885666   0.000153570456
  0.066013392281   0.000153643218
  0.066013898895   0.000153716047
  0.066014405510   0.000153788946
  0.066014912124   0.000153861912
  0.066015418739   0.000153934947
  0.066015925353   0.000154008050
  0.066016431968   0.000154081222
  0.066016938582   0.000154154463
  0.066017445197   0.000154227773
  0.066017951811   0.000154301151
  0.066018458426   0.000154374599
  0.066018965040   0.000154448116
  0.066019471655   0.000154521702
  0.066019978269   0.000154595357
  0.066020484884   0.000154669082
  0.066020991498   0.000154742876
  0.066021498113   0.000154816740
  0.066022004727   0.000154890673
  0.066022511342   0.000154964677
  0.066023017957   0.000155038750
  0.066023524571   0.000155112893
  0.066024031186   0.000155187107
  0.066024537800   0.000155261390
  0.066025044415   0.000155335744
  0.066025551029   0.000155410168
  0.066026057644   0.000155484663
  0.066026564258   0.000155559228
  0.066027070873   0.000155633865
  0.066027577487   0.000155708571
  0.066028084102   0.000155783349
  0.066028590716   0.000155858198
  0.066029097331   0.000155933118
  0.066029603945   0.000156008109
  0.066030110560   0.000156083171
  0.066030617174   0.000156158305
  0.066031123789   0.000156233510
  0.066031630403   0.000156308787
  0.066032137018   0.000156384136
  0.066032643632   0.000156459556
  0.066033150247   0.000156535049
  0.066033656862   0.000156610613
  0.066034163476   0.000156686249
  0.066034670091   0.000156761958
  0.066035176705   0.000156837739
  0.066035683320   0.000156913593
  0.066036189934   0.000156989518
  0.066036696549   0.000157065517
  0.066037203163   0.000157141588
  0.066037709778   0.000157217732
  0.066038216392   0.000157293949
  0.066038723007   0.000157370240
  0.066039229621   0.000157446603
  0.066039736236   0.000157523039
  0.066040242850   0.000157599549
  0.066040749465   0.000157676133
  0.066041256079   0.000157752789
  0.066041762694   0.000157829520
  0.066042269308   0.000157906324
  0.066042775923   0.000157983203
  0.066043282537   0.000158060155
  0.066043789152   0.000158137181
  0.066044295767   0.000158214282
  0.066044802381   0.000158291457
  0.066045308996   0.000158368706
  0.066045815610   0.000158446030
  0.066046322225   0.000158523428
  0.066046828839   0.000158600901
  0.066047335454   0.000158678449
  0.066047842068   0.000158756072
  0.066048348683   0.000158833770
  0.066048855297   0.000158911543
  0.066049361912   0.000158989392
  0.066049868526   0.000159067315
  0.066050375141   0.000159145315
  0.066050881755   0.000159223390
  0.066051388370   0.000159301540
  0.066051894984   0.000159379767
  0.066052401599   0.000159458069
  0.066052908213   0.000159536448
  0.066053414828   0.000159614902
  0.066053921442   0.000159693433
  0.066054428057   0.000159772040
  0.066054934672   0.000159850724
  0.066055441286   0.000159929484
  0.066055947901   0.000160008321
  0.066056454515   0.000160087235
  0.066056961130   0.000160166226
  0.066057467744   0.000160245293
  0.066057974359   0.000160324438
  0.066058480973   0.000160403660
  0.066058987588   0.000160482960
  0.066059494202   0.000160562337
  0.066060000817   0.000160641792
  0.066060507431   0.000160721324
  0.066061014046   0.000160800934
  0.066061520660   0.000160880622
  0.066062027275   0.000160960388
  0.066062533889   0.000161040233
  0.066063040504   0.000161120155
  0.066063547118   0.000161200156
  0.066064053733   0.000161280236
  0.066064560347   0.000161360394
  0.066065066962   0.000161440631
  0.066065573577   0.000161520947
  0.066066080191   0.000161601341
  0.066066586806   0.000161681815
  0.066067093420   0.000161762368
  0.066067600035   0.000161843000
  0.066068106649   0.000161923712
  0.066068613264   0.000162004503
  0.066069119878   0.000162085374
  0.066069626493   0.000162166325
  0.066070133107   0.000162247356
  0.066070639722   0.000162328466
  0.066071146336   0.000162409657
  0.066071652951   0.000162490928
  0.066072159565   0.000162572279
  0.066072666180   0.000162653711
  0.066073172794   0.000162735224
  0.066073679409   0.000162816817
  0.066074186023   0.000162898491
  0.066074692638   0.000162980246
  0.066075199252   0.000163062082
  0.066075705867   0.000163144000
  0.066076212482   0.000163225998
  0.066076719096   0.000163308079
  0.066077225711   0.000163390240
  0.066077732325   0.000163472484
  0.066078238940   0.000163554809
  0.066078745554   0.000163637216
  0.066079252169   0.000163719705
  0.066079758783   0.000163802276
  0.066080265398   0.000163884930
  0.066080772012   0.000163967666
  0.066081278627   0.000164050485
  0.066081785241   0.000164133386
  0.066082291856   0.000164216370
  0.066082798470   0.000164299437
  0.066083305085   0.000164382587
  0.066083811699   0.000164465820
  0.066084318314   0.000164549136
  0.066084824928   0.000164632536
  0.066085331543   0.000164716019
  0.066085838157   0.000164799586
  0.066086344772   0.000164883237
  0.066086851387   0.000164966972
  0.066087358001   0.000165050790
  0.066087864616   0.000165134693
  0.066088371230   0.000165218680
  0.066088877845   0.000165302752
  0.066089384459   0.000165386908
  0.066089891074   0.000165471149
  0.066090397688   0.000165555474
  0.066090904303   0.000165639885
  0.066091410917   0.000165724380
