   energy [Eh]      intensity
  0.066000220303   0.000084529033
  0.066000726917   0.000084571761
  0.066001233532   0.000084614529
  0.066001740147   0.000084657337
  0.066002246761   0.000084700186
  0.066002753376   0.000084743076
  0.066003259990   0.000084786007
  0.066003766605   0.000084828979
  0.066004273219   0.000084871992
  0.066004779834   0.000084915045
  0.066005286448   0.000084958140
  0.066005793063   0.000085001276
  0.066006299677   0.000085044453
  0.066006806292   0.000085087671
  0.066007312906   0.000085130931
  0.066007819521   0.000085174232
  0.066008326135   0.000085217574
  0.066008832750   0.000085260958
  0.066009339364   0.000085304383
  0.066009845979   0.000085347850
  0.066010352593   0.000085391358
  0.066010859208   0.000085434908
  0.066011365822   0.000085478500
  0.066011872437   0.000085522133
  0.066012379052   0.000085565809
  0.066012885666   0.000085609526
  0.066013392281   0.000085653286
  0.066013898895   0.000085697087
  0.066014405510   0.000085740931
  0.066014912124   0.000085784816
  0.066015418739   0.000085828744
  0.066015925353   0.000085872714
  0.066016431968   0.000085916727
  0.066016938582   0.000085960781
  0.066017445197   0.000086004879
  0.066017951811   0.000086049019
  0.066018458426   0.000086093201
  0.066018965040   0.000086137426
  0.066019471655   0.000086181693
  0.066019978269   0.000086226004
  0.066020484884   0.000086270357
  0.066020991498   0.000086314753
  0.066021498113   0.000086359192
  0.066022004727   0.000086403674
  0.066022511342   0.000086448199
  0.066023017957   0.000086492767
  0.066023524571   0.000086537378
  0.066024031186   0.000086582033
  0.066024537800   0.000086626731
  0.066025044415   0.000086671472
  0.066025551029   0.000086716256
  0.066026057644   0.000086761084
  0.066026564258   0.000086805956
  0.066027070873   0.000086850871
  0.066027577487   0.000086895829
  0.066028084102   0.000086940832
  0.066028590716   0.000086985878
  0.066029097331   0.000087030968
  0.066029603945   0.000087076102
  0.066030110560   0.000087121280
  0.066030617174   0.000087166502
  0.066031123789   0.000087211768
  0.066031630403   0.000087257078
  0.066032137018   0.000087302433
  0.066032643632   0.000087347831
  0.066033150247   0.000087393274
  0.066033656862   0.000087438762
  0.066034163476   0.000087484293
  0.066034670091   0.000087529870
  0.066035176705   0.000087575491
  0.066035683320   0.000087621156
  0.066036189934   0.000087666867
  0.066036696549   0.000087712622
  0.066037203163   0.000087758422
  0.066037709778   0.000087804266
  0.066038216392   0.000087850156
  0.066038723007   0.000087896091
  0.066039229621   0.000087942071
  0.066039736236   0.000087988096
  0.066040242850   0.000088034166
  0.066040749465   0.000088080282
  0.066041256079   0.000088126443
  0.066041762694   0.000088172649
  0.066042269308   0.000088218901
  0.066042775923   0.000088265198
  0.066043282537   0.000088311541
  0.066043789152   0.000088357930
  0.066044295767   0.000088404364
  0.066044802381   0.000088450844
  0.066045308996   0.000088497370
  0.066045815610   0.000088543942
  0.066046322225   0.000088590560
  0.066046828839   0.000088637224
  0.066047335454   0.000088683935
  0.066047842068   0.000088730691
  0.066048348683   0.000088777494
  0.066048855297   0.000088824343
  0.066049361912   0.000088871238
  0.066049868526   0.000088918180
  0.066050375141   0.000088965168
  0.066050881755   0.000089012203
  0.066051388370   0.000089059285
  0.066051894984   0.000089106413
  0.066052401599   0.000089153588
  0.066052908213   0.000089200811
  0.066053414828   0.000089248080
  0.066053921442   0.000089295396
  0.066054428057   0.000089342759
  0.066054934672   0.000089390169
  0.066055441286   0.000089437626
  0.066055947901   0.000089485131
  0.066056454515   0.000089532683
  0.066056961130   0.000089580282
  0.066057467744   0.000089627929
  0.066057974359   0.000089675624
  0.066058480973   0.000089723366
  0.066058987588   0.000089771156
  0.066059494202   0.000089818993
  0.066060000817   0.000089866879
  0.066060507431   0.000089914812
  0.066061014046   0.000089962793
  0.066061520660   0.000090010822
  0.066062027275   0.000090058900
  0.066062533889   0.000090107025
  0.066063040504   0.000090155199
  0.066063547118   0.000090203421
  0.066064053733   0.000090251691
  0.066064560347   0.000090300010
  0.066065066962   0.000090348378
  0.066065573577   0.000090396794
  0.066066080191   0.000090445258
  0.066066586806   0.000090493772
  0.066067093420   0.000090542334
  0.066067600035   0.000090590945
  0.066068106649   0.000090639605
  0.066068613264   0.000090688314
  0.066069119878   0.000090737073
  0.066069626493   0.000090785880
  0.066070133107   0.000090834736
  0.066070639722   0.000090883642
  0.066071146336   0.000090932598
  0.066071652951   0.000090981602
  0.066072159565   0.000091030656
  0.066072666180   0.000091079760
  0.066073172794   0.000091128914
  0.066073679409   0.000091178117
  0.066074186023   0.000091227370
  0.066074692638   0.000091276673
  0.066075199252   0.000091326026
  0.066075705867   0.000091375429
  0.066076212482   0.000091424882
  0.066076719096   0.000091474385
  0.066077225711   0.000091523939
  0.066077732325   0.000091573542
  0.066078238940   0.000091623197
  0.066078745554   0.000091672901
  0.066079252169   0.000091722657
  0.066079758783   0.000091772462
  0.066080265398   0.000091822319
  0.066080772012   0.000091872226
  0.066081278627   0.000091922184
  0.066081785241   0.000091972194
  0.066082291856   0.000092022254
  0.066082798470   0.000092072365
  0.066083305085   0.000092122527
  0.066083811699   0.000092172741
  0.066084318314   0.000092223006
  0.066084824928   0.000092273322
  0.066085331543   0.000092323690
  0.066085838157   0.000092374109
  0.066086344772   0.000092424580
  0.066086851387   0.000092475102
  0.066087358001   0.000092525677
  0.066087864616   0.000092576303
  0.066088371230   0.000092626981
  0.066088877845   0.000092677711
  0.066089384459   0.000092728493
  0.066089891074   0.000092779327
  0.066090397688   0.000092830214
  0.066090904303   0.000092881152
  0.066091410917   0.000092932144
  0.066091917532   0.000092983187
  0.066092424146   0.000093034283
  0.066092930761   0.000093085432
  0.066093437375   0.000093136633
  0.066093943990   0.000093187888
  0.066094450604   0.000093239195
  0.066094957219   0.000093290555
  0.066095463833   0.000093341968
  0.066095970448   0.000093393434
  0.066096477062   0.000093444953
  0.066096983677   0.000093496526
  0.066097490292   0.000093548151
  0.066097996906   0.000093599831
  0.066098503521   0.000093651563
  0.066099010135   0.000093703350
  0.066099516750   0.000093755190
  0.066100023364   0.000093807083
  0.066100529979   0.000093859031
  0.066101036593   0.000093911032
  0.066101543208   0.000093963087
  0.066102049822   0.000094015197
  0.066102556437   0.000094067360
  0.066103063051   0.000094119578
  0.066103569666   0.000094171850
  0.066104076280   0.000094224176
  0.066104582895   0.000094276557
  0.066105089509   0.000094328993
  0.066105596124   0.000094381483
  0.066106102738   0.000094434027
  0.066106609353   0.000094486627
  0.066107115967   0.000094539281
  0.066107622582   0.000094591991
  0.066108129197   0.000094644755
  0.066108635811   0.000094697574
  0.066109142426   0.000094750449
  0.066109649040   0.000094803379
  0.066110155655   0.000094856364
  0.066110662269   0.000094909405
  0.066111168884   0.000094962502
  0.066111675498   0.000095015654
  0.066112182113   0.000095068861
  0.066112688727   0.000095122125
  0.066113195342   0.000095175444
  0.066113701956   0.000095228819
  0.066114208571   0.000095282251
  0.066114715185   0.000095335738
  0.066115221800   0.000095389282
  0.066115728414   0.000095442882
  0.066116235029   0.000095496538
  0.066116741643   0.000095550251
  0.066117248258   0.000095604020
  0.066117754872   0.000095657846
  0.066118261487   0.000095711729
  0.066118768102   0.000095765669
  0.066119274716   0.000095819665
  0.066119781331   0.000095873719
  0.066120287945   0.000095927829
  0.066120794560   0.000095981997
  0.066121301174   0.000096036222
  0.066121807789   0.000096090504
  0.066122314403   0.000096144844
  0.066122821018   0.000096199242
  0.066123327632   0.000096253696
  0.066123834247   0.000096308209
  0.066124340861   0.000096362779
  0.066124847476   0.000096417408
  0.066125354090   0.000096472094
  0.066125860705   0.000096526838
  0.066126367319   0.000096581641
  0.066126873934   0.000096636501
  0.066127380548   0.000096691420
  0.066127887163   0.000096746397
  0.066128393777   0.000096801433
  0.066128900392   0.000096856528
  0.066129407007   0.000096911681
  0.066129913621   0.000096966893
  0.066130420236   0.000097022163
